person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
24,110000,3,1.0,3,2,20000,10.38,0,0.18,1,4,839
34,73000,2,7.0,4,1,20675,,0,0.28,1,7,24356
21,42504,3,0.0,2,1,6300,6.99,0,0.15,1,3,7255
27,70000,3,6.0,1,2,12000,10.99,0,0.17,1,8,25314
36,54500,2,6.0,1,1,20500,6.91,0,0.38,1,17,30258
29,35000,3,1.0,4,1,4000,5.99,0,0.11,1,6,20043
36,50000,3,4.0,4,1,15000,8.9,0,0.3,1,14,31498
30,34000,3,0.0,5,4,2400,15.57,1,0.07,1,5,28514
32,60000,2,4.0,3,2,13250,11.83,0,0.22,1,10,23053
32,140000,2,9.0,2,1,11000,5.42,0,0.08,1,8,27322
25,42000,3,6.0,4,1,5600,7.49,0,0.13,1,2,5960
29,12000,3,1.0,2,4,4500,15.05,1,0.38,1,9,20228
28,44104,3,4.0,1,2,15000,,1,0.34,1,10,26709
42,48000,1,0.0,3,3,3500,14.35,0,0.07,1,12,30019
31,82000,2,15.0,4,1,9000,5.42,0,0.11,1,9,25137
36,53000,3,5.0,4,3,3150,15.27,0,0.06,1,12,29515
22,107000,2,2.0,4,3,17400,13.47,0,0.16,1,4,14455
23,70000,3,4.0,2,2,6000,11.49,0,0.09,1,4,6851
30,60000,1,11.0,2,1,20000,6.17,0,0.33,1,9,28694
21,17000,3,0.0,5,5,1500,18.64,1,0.09,1,2,15126
34,69000,3,0.0,1,4,5800,14.59,1,0.08,2,5,21321
27,36000,3,11.0,1,1,4500,7.49,0,0.13,1,5,20254
21,42000,2,5.0,2,3,7000,15.23,0,0.17,2,4,4686
26,40200,3,1.0,2,1,4000,6.76,0,0.1,1,4,3907
21,90200,3,2.0,3,3,19125,13.92,0,0.21,1,4,15880
22,32000,2,0.0,2,1,1700,7.9,0,0.05,1,4,2365
25,36000,2,3.0,5,3,7000,12.73,0,0.19,2,2,3359
23,54000,3,3.0,5,3,12000,12.98,1,0.22,2,3,12551
23,42000,3,2.0,2,2,6500,10.37,0,0.15,1,3,17364
22,72000,2,6.0,1,2,15000,11.58,0,0.21,1,2,11234
26,34995,3,4.0,2,1,10000,7.88,0,0.29,1,2,10569
26,65000,3,5.0,5,2,3200,11.71,0,0.05,1,3,3034
23,45000,3,0.0,2,3,1000,14.26,0,0.02,2,2,1408
38,26400,1,,4,3,4750,12.73,0,0.18,2,14,31484
25,80000,2,3.0,2,4,20000,15.62,0,0.25,2,3,12220
56,70000,2,7.0,3,2,15000,10.38,0,0.21,1,24,32394
24,100000,2,1.0,4,2,25000,,0,0.25,1,3,14168
35,84175,3,4.0,2,1,7000,7.29,0,0.08,1,8,21931
29,74797,2,2.0,4,4,15000,15.33,1,0.17,2,10,26131
21,36000,2,1.0,5,1,8000,9.32,0,0.22,1,3,3402
24,42000,3,0.0,4,1,12000,7.66,0,0.29,1,2,17516
34,27600,3,5.0,5,2,10000,10.37,1,0.36,1,6,23804
26,24000,3,0.0,1,1,5000,8.9,0,0.21,1,2,9240
35,16800,3,0.0,4,1,3000,5.42,1,0.18,1,7,19237
21,14400,3,2.0,4,3,3000,13.43,1,0.21,2,3,2479
21,33000,2,5.0,4,3,2000,14.27,1,0.06,1,4,2557
37,77000,2,2.0,1,3,15000,12.29,0,0.19,1,15,30961
23,55000,3,7.0,2,2,6000,10.99,0,0.11,1,2,6671
35,70000,3,4.0,1,5,10000,16.45,0,0.14,2,10,24559
25,52000,3,4.0,3,2,22000,10.74,1,0.42,1,2,496
39,90000,2,15.0,1,1,10500,7.66,0,0.12,1,12,31205
22,86004,3,6.0,2,3,8000,13.92,0,0.09,2,2,9468
24,70000,2,1.0,1,2,15000,11.46,0,0.21,1,2,10967
24,94102,2,8.0,4,3,8475,12.99,1,0.08,1,4,15127
28,29112,1,1.0,1,1,7000,6.99,0,0.24,1,5,18818
25,63600,2,9.0,5,2,7000,11.49,1,0.11,1,4,17520
25,60000,1,5.0,1,3,1200,13.85,0,0.02,1,2,9115
24,80000,3,0.0,2,3,10000,,0,0.13,2,4,11729
22,48000,3,6.0,2,2,8050,10.0,0,0.17,1,2,9555
22,32400,3,5.0,3,5,3000,16.45,0,0.09,1,3,2576
28,90000,2,12.0,2,2,21000,11.36,0,0.23,1,8,25669
22,25000,3,3.0,2,2,3000,12.69,0,0.12,1,3,12604
23,80000,2,7.0,1,3,4000,15.23,0,0.05,1,3,12203
21,34500,2,3.0,2,1,6400,7.51,0,0.19,1,2,2794
27,39000,3,4.0,3,3,7000,13.79,1,0.18,2,7,22299
31,62000,3,2.0,3,2,12800,9.62,0,0.21,1,7,25859
49,72000,3,4.0,5,1,8000,7.49,0,0.11,1,17,30541
24,70000,2,7.0,4,2,25000,,0,0.36,1,2,10825
35,19200,3,4.0,3,1,1200,7.29,1,0.06,1,10,18676
23,80607,3,2.0,4,2,6000,12.21,0,0.07,1,2,6908
23,75000,3,1.0,4,1,6000,6.03,0,0.08,1,3,16710
23,50000,3,5.0,2,2,10000,9.63,0,0.2,1,3,11159
35,34000,3,1.0,1,4,1600,14.84,1,0.05,2,6,26931
35,38000,3,3.0,3,2,8000,,0,0.21,1,6,22853
22,40000,2,6.0,4,1,7500,7.51,0,0.19,1,3,4089
25,38400,1,9.0,2,1,1000,6.62,0,0.03,1,2,3764
29,32000,2,13.0,3,1,8000,5.99,0,0.25,1,6,28218
30,134000,2,14.0,5,1,5600,,0,0.04,1,5,27214
25,78000,2,7.0,5,3,9000,11.78,1,0.12,2,3,17624
33,120999,2,7.0,4,3,15200,13.61,0,0.13,2,5,26964
31,34000,2,3.0,2,3,10000,13.85,1,0.29,2,6,19399
25,77650,3,8.0,3,2,22000,11.48,1,0.28,1,3,516
23,100000,2,7.0,3,4,35000,16.77,0,0.35,1,3,13995
25,30000,1,9.0,1,1,10000,,0,0.33,1,2,1984
29,163000,3,,1,4,4000,16.29,1,0.02,1,6,17997
38,27600,3,3.0,4,4,5000,14.59,1,0.18,2,16,30522
21,36648,2,,5,2,7125,9.91,0,0.19,1,2,3453
22,63400,2,6.0,3,2,10500,9.99,0,0.17,1,2,9693
25,30000,3,4.0,4,3,1400,13.11,0,0.05,1,2,1523
35,87000,3,6.0,1,2,15000,,0,0.17,1,7,27450
27,112000,2,5.0,3,1,8000,6.17,0,0.07,1,8,26646
29,47000,3,2.0,3,2,5000,10.62,0,0.11,1,7,20699
26,36000,3,0.0,3,2,4000,10.14,0,0.11,1,2,3872
35,37000,3,2.0,1,2,2000,11.26,0,0.05,1,8,28297
23,44400,3,0.0,2,2,1500,11.63,0,0.03,1,2,1615
25,74000,1,1.0,1,1,16000,8.49,0,0.22,1,3,11366
22,33600,3,2.0,4,2,10000,,0,0.3,1,4,10556
25,49000,3,1.0,3,4,12000,13.49,1,0.24,1,4,16728
22,67200,2,2.0,3,2,5000,9.99,0,0.07,1,2,10396
23,46000,2,5.0,3,2,9500,12.69,1,0.21,1,4,7171
23,52000,3,7.0,2,1,14000,6.91,0,0.27,1,3,13893
25,44000,2,9.0,5,4,15000,,1,0.34,2,2,6480
23,145000,2,5.0,5,2,10000,11.71,0,0.07,1,3,15544
23,90000,2,2.0,2,1,5000,5.42,0,0.06,1,4,13294
24,90000,3,4.0,3,2,12000,9.91,0,0.13,1,2,13049
30,50000,2,8.0,5,1,10000,6.62,0,0.2,1,7,21514
25,76248,2,6.0,5,3,9750,14.27,1,0.13,2,3,12534
22,100000,3,3.0,4,1,1200,8.59,0,0.01,1,2,1498
23,50000,2,7.0,4,4,7500,15.62,1,0.15,1,3,8160
38,30000,3,0.0,3,4,15000,14.61,1,0.5,2,15,31446
37,18000,1,4.0,3,3,1500,13.47,0,0.08,1,13,29116
23,60000,3,4.0,1,1,3600,7.9,0,0.06,1,2,3583
30,68000,3,7.0,3,2,10000,10.75,0,0.15,1,7,24540
22,60000,3,1.0,1,2,7500,,0,0.13,1,4,8372
36,180000,2,11.0,3,2,20000,11.48,1,0.11,1,15,32035
31,130000,2,10.0,4,1,9800,8.49,0,0.08,1,5,27147
33,55000,3,3.0,1,3,12000,12.99,0,0.22,1,7,19405
37,40000,1,16.0,4,2,5000,,0,0.13,1,12,29698
35,100000,2,9.0,2,2,6000,9.99,0,0.06,1,7,26158
25,119000,3,4.0,2,1,16000,,0,0.13,1,2,15854
33,77000,3,7.0,4,4,13000,,0,0.17,1,7,25942
22,75000,2,6.0,1,4,25000,15.57,1,0.33,2,4,12428
23,80000,1,2.0,2,6,6000,19.13,0,0.07,2,4,12322
27,45000,3,1.0,4,2,10000,9.2,0,0.22,1,10,24095
32,130000,2,13.0,2,1,7500,7.29,0,0.06,1,6,27150
23,69996,3,8.0,2,2,13000,11.58,0,0.19,1,3,13696
22,46000,3,3.0,5,1,8000,6.17,0,0.17,1,2,8895
22,40000,2,1.0,2,2,13025,10.14,0,0.33,1,3,4407
22,46000,3,1.0,5,4,6200,,1,0.13,1,4,7017
23,36000,3,7.0,5,3,1200,13.99,0,0.03,2,4,1477
32,43625,3,2.0,3,2,1500,,0,0.03,1,10,28744
24,35000,3,0.0,3,2,4200,10.37,0,0.12,1,4,10972
29,60000,3,5.0,4,1,10000,7.88,0,0.17,1,8,24436
31,33000,3,2.0,1,1,7000,8.9,0,0.21,1,10,22221
24,10000,3,2.0,5,2,2000,10.25,1,0.2,1,2,1750
27,10400,1,,3,3,4750,14.72,1,0.46,2,7,17730
25,44000,3,9.0,4,3,10000,12.68,0,0.23,2,4,10850
26,54000,2,10.0,4,1,8500,5.42,1,0.16,1,3,17420
31,76000,2,9.0,2,3,12000,15.96,1,0.16,1,5,25505
23,48000,3,0.0,2,2,2400,10.59,0,0.05,1,3,2145
24,30000,3,0.0,4,4,10000,14.61,1,0.33,1,3,10482
26,60000,3,7.0,4,2,12000,,0,0.2,1,3,12550
25,38000,2,9.0,4,1,5400,8.9,0,0.14,1,2,3631
23,103000,2,7.0,2,3,17000,14.35,0,0.17,1,4,14276
35,30000,3,0.0,1,2,3000,10.65,0,0.1,1,8,28578
25,30000,3,2.0,2,1,5500,8.0,0,0.18,1,4,5827
25,30000,3,3.0,5,3,3000,12.98,0,0.1,1,3,2546
36,106000,2,15.0,4,1,4025,7.49,0,0.04,1,14,31405
36,34000,3,0.0,4,5,8000,17.74,1,0.24,1,17,30437
24,95000,3,8.0,3,4,17200,17.58,0,0.18,1,3,1117
25,74000,2,1.0,2,1,10000,,0,0.14,1,3,11378
29,110000,3,4.0,4,5,24000,18.39,0,0.22,2,8,18136
27,27000,3,2.0,4,2,9750,9.63,1,0.36,1,6,23752
43,72000,2,9.0,5,1,5050,6.99,0,0.07,1,16,30815
27,72000,2,2.0,2,2,2600,9.25,0,0.04,1,7,24268
23,41000,3,1.0,5,3,12500,13.57,0,0.3,1,4,13456
23,48000,1,6.0,2,2,5000,10.08,0,0.1,1,3,16940
23,42000,3,2.0,4,1,3000,6.62,0,0.07,1,3,12821
24,41600,3,2.0,4,2,11200,10.62,0,0.27,1,3,11971
31,75000,2,3.0,2,2,12000,10.38,0,0.16,1,10,24575
41,58000,2,6.0,5,3,5200,12.87,0,0.09,1,11,30392
37,89000,2,3.0,2,1,5000,6.91,0,0.06,1,15,31185
23,40900,1,5.0,4,2,12200,11.36,0,0.3,1,4,4484
23,25200,3,0.0,4,3,6000,13.23,1,0.24,2,4,6186
22,37000,2,2.0,5,1,13000,7.88,0,0.35,1,4,3513
47,25000,1,2.0,3,3,10750,14.22,0,0.43,2,16,31524
22,70000,2,1.0,5,3,25000,13.79,1,0.36,1,3,11826
31,78408,2,10.0,1,2,15000,12.18,0,0.19,1,8,24830
26,45600,3,2.0,4,2,6500,10.99,0,0.14,1,4,7339
33,180000,2,17.0,5,1,13000,7.29,0,0.07,1,7,17973
23,85000,2,8.0,5,3,5000,14.35,0,0.06,2,2,12848
52,64500,3,0.0,2,2,5000,11.26,0,0.08,1,20,32411
32,66300,2,5.0,5,1,6075,6.03,0,0.09,1,10,23733
33,75000,2,17.0,4,3,12000,,0,0.16,2,8,24574
28,20000,3,2.0,4,1,4800,,0,0.24,1,8,20329
24,34500,3,4.0,4,2,12000,10.38,1,0.35,1,2,12266
26,87500,2,3.0,1,4,7500,15.05,0,0.09,2,2,13069
28,200000,3,1.0,4,2,24250,12.53,0,0.12,1,5,17906
31,130000,2,15.0,4,3,1600,13.99,0,0.01,2,6,27139
23,72000,3,3.0,3,1,10000,6.91,0,0.14,1,2,11642
33,120000,3,9.0,5,2,25000,11.36,0,0.21,1,8,18034
23,77000,2,7.0,2,1,10000,7.88,0,0.13,1,4,11884
21,88000,3,,1,5,10000,17.93,1,0.11,2,3,4577
23,70000,3,4.0,4,1,12000,,0,0.17,1,2,12752
26,58000,3,0.0,4,2,20000,10.25,1,0.34,1,4,16126
23,44400,3,0.0,1,2,1500,11.63,0,0.03,1,4,16596
44,80000,2,14.0,4,1,10000,6.03,0,0.13,1,15,31004
36,65000,2,6.0,2,3,23325,15.27,0,0.36,2,14,30612
27,50000,3,5.0,4,3,8000,13.43,0,0.16,1,10,22960
22,71500,3,2.0,2,3,6400,13.11,0,0.09,2,2,7613
24,255000,2,9.0,2,1,9600,6.99,0,0.04,1,2,69
37,60000,2,4.0,2,3,12000,12.73,0,0.2,2,17,32047
21,36500,3,2.0,1,1,5500,7.51,0,0.15,1,2,5849
23,28800,2,6.0,4,2,5000,11.99,0,0.17,1,4,16449
23,80000,2,6.0,2,1,9000,7.49,0,0.11,1,4,12191
33,71000,2,7.0,2,3,8000,12.68,0,0.11,2,10,24167
25,58000,3,5.0,4,3,14000,12.61,0,0.24,2,3,13956
27,35000,3,3.0,3,2,6000,11.11,0,0.17,1,6,21458
22,74004,1,0.0,4,1,3000,6.54,0,0.04,1,4,11392
30,76000,3,3.0,5,2,12000,10.99,0,0.16,1,10,25401
40,233000,2,6.0,1,2,15000,11.83,0,0.06,1,12,31912
22,45000,3,3.0,3,2,3000,11.99,0,0.07,1,4,2641
23,80000,3,1.0,1,1,7000,7.14,0,0.09,1,2,7183
28,57000,3,0.0,4,2,6800,10.65,0,0.12,1,8,22089
36,42000,1,2.0,4,3,2000,15.62,0,0.05,2,13,29783
30,25000,2,10.0,3,1,6400,7.51,0,0.26,1,8,18573
25,46200,3,1.0,5,6,2700,15.96,1,0.06,1,2,13392
24,49920,3,0.0,4,3,7200,13.06,0,0.14,2,3,8062
22,27600,3,2.0,5,2,16300,,1,0.59,1,4,1208
27,49600,3,2.0,1,4,8400,,1,0.17,2,5,27968
27,86875,2,5.0,1,2,8000,10.59,0,0.09,1,10,25462
24,56000,1,8.0,2,2,2000,11.49,0,0.04,1,2,8187
45,74600,3,2.0,4,3,1500,13.61,0,0.02,1,13,29306
28,43000,2,4.0,4,1,13800,6.91,0,0.32,1,6,20676
26,54316,3,10.0,4,2,10000,11.86,0,0.18,1,2,11268
24,79992,3,0.0,5,2,7500,10.71,0,0.09,1,4,8415
37,65000,3,2.0,5,1,10000,5.42,0,0.15,1,14,30894
23,24000,3,4.0,2,3,12250,13.16,1,0.51,2,4,13236
21,56000,3,5.0,1,2,12000,10.75,0,0.21,1,4,2776
22,72060,2,7.0,2,2,5500,11.71,0,0.08,1,3,11242
40,117000,3,4.0,4,2,10625,11.14,0,0.09,1,13,29593
24,44000,2,7.0,3,2,10000,9.99,0,0.23,1,3,5144
25,54000,3,5.0,3,2,5000,12.21,0,0.09,1,4,5417
28,45000,3,1.0,4,2,10000,9.91,0,0.22,1,5,27824
22,40000,2,6.0,5,3,5000,12.99,0,0.13,2,2,4146
28,51000,3,13.0,1,4,7500,16.49,0,0.15,2,7,22570
21,70000,3,5.0,2,2,15000,10.38,0,0.21,1,2,15452
22,33600,3,3.0,2,2,10000,10.25,0,0.3,1,3,10558
35,48000,3,7.0,4,1,8250,7.51,0,0.17,1,6,23323
34,225000,2,4.0,5,3,3000,13.35,0,0.01,2,7,28751
25,50000,3,3.0,3,4,4000,14.61,0,0.08,2,4,16029
24,59000,2,3.0,2,3,6800,12.53,1,0.12,1,2,17524
23,84000,3,7.0,3,2,20000,11.11,0,0.24,1,4,775
23,106000,2,7.0,2,1,10000,7.14,0,0.09,1,3,16713
24,33996,1,,4,2,5100,11.12,0,0.15,1,4,2703
34,22668,3,,1,2,3000,,0,0.13,1,5,19256
37,25000,1,8.0,1,3,10625,13.06,0,0.42,2,12,29233
27,60000,3,0.0,4,2,11000,10.71,0,0.18,1,7,19757
24,65000,2,0.0,2,1,14000,8.49,0,0.22,1,3,9932
27,97000,2,4.0,3,3,8275,10.59,1,0.09,2,5,26519
22,33000,2,4.0,1,3,12500,14.26,0,0.38,2,4,16933
23,44000,3,5.0,2,3,8000,13.49,1,0.18,2,2,8946
23,30000,2,7.0,2,1,12000,8.94,0,0.4,1,4,2116
23,65004,3,0.0,1,3,3000,13.61,0,0.05,2,3,2874
22,75000,3,2.0,1,3,7200,13.61,0,0.1,1,4,8110
23,84554,2,3.0,5,1,3600,6.03,0,0.04,1,2,12689
26,75000,3,4.0,2,2,14000,11.11,0,0.19,1,4,14043
36,136000,2,0.0,1,3,4800,14.72,0,0.04,1,15,31594
22,30000,2,6.0,2,4,6600,14.42,0,0.22,1,4,16450
27,68000,3,10.0,5,1,16500,7.88,0,0.24,1,7,18565
27,120000,2,11.0,3,1,7000,6.76,0,0.06,1,7,28531
29,56048,3,4.0,3,1,4800,6.39,0,0.09,1,6,20401
32,100000,2,4.0,2,1,4500,,0,0.04,1,5,26260
25,87000,2,4.0,4,2,13000,11.26,0,0.15,1,3,13044
21,18000,3,1.0,4,6,5600,18.09,1,0.31,1,4,5915
28,37290,2,7.0,3,1,5500,5.42,0,0.15,1,5,19871
26,50004,2,10.0,2,1,5000,9.32,0,0.1,1,2,6912
23,56000,3,3.0,2,4,5875,14.54,0,0.1,1,2,6087
25,32000,3,2.0,5,2,8000,10.62,0,0.25,1,3,8688
25,41000,3,9.0,4,2,5000,11.71,0,0.12,1,2,4949
25,62900,2,9.0,4,4,8825,15.7,1,0.12,2,3,12297
35,37440,3,2.0,4,2,8000,10.99,0,0.21,1,7,27927
32,42000,2,16.0,5,1,10375,5.42,0,0.25,1,7,20533
23,50000,3,0.0,5,1,10000,,0,0.2,1,2,11133
28,54000,3,2.0,4,4,12000,15.31,1,0.22,1,7,25177
28,69900,2,6.0,1,1,12000,7.49,0,0.17,1,10,23934
27,25200,3,2.0,1,1,1800,6.76,0,0.07,1,10,18787
23,54000,2,7.0,5,1,1400,5.42,0,0.03,1,4,7585
22,66000,2,,2,1,6000,7.9,0,0.09,1,3,10216
44,54400,3,3.0,4,3,5000,12.61,1,0.08,2,14,29921
35,136000,2,0.0,2,4,15000,,0,0.11,2,9,27264
22,35496,3,6.0,1,4,10200,,0,0.29,2,3,3557
61,53000,2,3.0,3,1,7000,7.49,0,0.13,1,23,32255
30,71000,3,8.0,1,2,8000,11.12,0,0.11,1,8,27996
22,57564,2,6.0,4,2,21000,11.48,0,0.36,1,3,8387
21,84400,1,2.0,1,1,12000,8.94,0,0.14,1,3,12683
31,70000,2,11.0,2,1,2000,7.4,0,0.03,1,7,24108
36,140000,2,21.0,3,1,8000,6.99,0,0.06,1,11,31605
33,40000,3,4.0,1,2,4000,,0,0.1,1,7,20076
23,36000,3,4.0,4,4,6500,17.49,1,0.18,2,4,16817
28,75000,2,4.0,1,4,7200,15.05,0,0.1,2,6,24631
32,30000,3,4.0,4,4,9325,13.62,1,0.31,1,7,23607
54,129000,2,6.0,2,2,9000,11.49,1,0.07,1,18,32369
27,55200,1,4.0,2,2,4000,,0,0.07,1,10,22409
32,120000,2,3.0,5,1,8000,8.9,0,0.07,1,6,26805
26,45760,3,8.0,5,3,11500,11.78,0,0.25,1,4,12111
23,70000,3,1.0,4,2,10000,9.99,0,0.14,1,4,11610
22,144500,3,5.0,5,3,18000,13.72,0,0.12,1,3,1068
24,26000,3,8.0,4,1,6250,6.91,0,0.24,1,4,7051
23,120000,2,8.0,4,1,10000,7.88,0,0.08,1,2,15018
28,65000,2,2.0,1,1,2500,5.99,0,0.04,1,7,23553
27,52000,3,0.0,4,2,5100,10.37,0,0.1,1,7,27808
23,66000,2,7.0,3,2,10000,9.63,0,0.15,1,4,10251
26,15000,3,0.0,3,1,4750,8.49,1,0.32,1,3,4335
24,35004,3,3.0,3,2,18250,11.49,1,0.52,1,4,945
24,45000,2,3.0,2,2,1275,11.36,0,0.03,1,4,5499
34,85000,2,19.0,2,4,8500,14.42,0,0.1,2,8,25400
23,43000,2,7.0,5,2,7200,10.59,0,0.17,1,3,4977
25,39000,3,1.0,4,5,16050,17.14,1,0.41,2,3,1212
24,66000,2,5.0,5,2,13000,10.25,0,0.2,1,2,10274
22,77182,3,6.0,2,3,6800,13.22,0,0.09,1,3,7508
25,21000,3,0.0,5,2,4500,9.62,0,0.21,1,4,4183
22,90000,2,6.0,2,1,10000,7.88,0,0.11,1,3,13336
22,89000,2,6.0,1,3,16000,13.22,0,0.18,1,2,17522
22,25000,1,1.0,4,3,2400,14.27,0,0.1,2,2,1141
23,31000,3,7.0,4,2,7000,,1,0.23,1,3,7780
33,61200,3,3.0,4,4,7000,14.96,1,0.1,2,8,21921
36,110000,2,7.0,1,1,16000,6.03,0,0.15,1,12,31427
26,80040,2,6.0,3,1,10000,,1,0.12,1,2,13488
25,65000,1,3.0,1,1,8700,7.88,0,0.13,1,3,10047
21,60000,3,3.0,2,2,10000,12.18,0,0.17,1,2,16285
26,50000,2,10.0,4,5,15000,16.0,0,0.3,1,3,6846
30,98700,2,12.0,2,2,6000,,0,0.06,1,6,26103
37,120000,2,5.0,3,1,5400,5.99,0,0.04,1,17,31501
35,37400,2,3.0,1,4,10750,15.95,0,0.29,1,5,19874
25,60000,3,9.0,2,2,20000,,1,0.33,1,3,667
37,77000,2,,4,1,4500,6.99,0,0.06,1,12,30956
25,35364,3,0.0,2,1,10000,9.32,0,0.28,1,3,10595
25,144996,2,2.0,2,5,25000,16.35,0,0.17,2,2,15543
25,62000,2,9.0,2,2,2100,11.86,0,0.03,1,2,9459
24,75000,2,8.0,5,2,15000,12.21,0,0.2,1,3,11738
25,47000,3,1.0,2,3,6000,12.87,0,0.13,2,3,6547
23,36000,2,,2,1,10000,7.14,0,0.28,1,3,3360
24,54000,3,2.0,1,5,12500,14.5,1,0.23,1,4,13529
34,25000,2,1.0,5,2,1000,9.63,0,0.04,1,6,18556
21,80000,3,6.0,1,1,18000,7.9,0,0.23,1,2,1040
21,24000,2,0.0,1,1,3000,7.9,0,0.13,1,4,935
27,45000,2,7.0,5,1,6800,6.17,0,0.15,1,9,20943
23,39000,3,6.0,2,2,5000,12.69,0,0.13,1,3,4897
35,57721,3,3.0,5,2,16500,,0,0.29,1,6,18562
26,54500,3,7.0,2,1,2400,9.32,0,0.04,1,3,2151
32,145000,3,2.0,3,2,8800,10.59,0,0.06,1,7,23436
24,40000,3,5.0,5,3,13000,14.26,1,0.33,1,3,2271
23,70000,2,4.0,3,3,6000,13.16,0,0.09,2,4,16297
22,57400,2,0.0,2,1,10500,7.75,0,0.18,1,3,8369
25,115000,2,4.0,3,1,20000,6.91,0,0.17,1,4,16064
26,35000,3,,4,2,14500,11.49,1,0.41,1,3,14334
26,150500,2,10.0,5,4,10000,15.99,1,0.07,1,3,15750
30,89000,2,14.0,1,1,4000,6.03,0,0.04,1,6,25533
26,125000,3,10.0,4,2,3000,12.21,0,0.02,1,4,2939
29,50000,2,4.0,4,1,10000,6.03,0,0.2,1,5,21552
33,65004,2,14.0,1,2,8000,11.49,0,0.12,1,9,23666
29,47000,2,8.0,2,2,8000,12.42,0,0.17,1,9,21199
22,78700,2,6.0,3,1,7000,7.68,1,0.09,1,3,16226
24,33000,3,3.0,5,4,6000,15.62,1,0.18,1,2,6410
32,36000,1,0.0,4,3,4900,13.22,0,0.14,1,10,25551
24,36000,3,8.0,2,4,13000,17.27,1,0.36,1,4,2255
23,46800,1,7.0,1,3,9000,,0,0.19,2,4,5802
39,90000,2,2.0,3,2,4600,11.11,0,0.05,1,11,31207
23,34000,3,0.0,4,1,1000,7.37,0,0.03,1,4,1370
27,70000,3,9.0,4,3,3600,14.79,0,0.05,2,10,19891
43,50000,3,6.0,3,3,18000,14.35,1,0.36,1,16,29205
25,60000,1,9.0,4,1,16000,7.88,0,0.27,1,4,8992
29,18000,3,2.0,4,2,3000,12.69,1,0.17,1,8,19242
21,19500,2,0.0,2,2,15000,9.64,1,0.77,1,2,572
40,158000,3,2.0,4,5,25000,16.82,1,0.16,1,16,29082
27,27900,3,3.0,4,1,10625,7.9,1,0.38,1,5,19814
33,15600,1,1.0,1,1,5900,,1,0.38,1,7,18033
24,50000,2,7.0,1,4,1000,14.42,0,0.02,1,3,6857
30,65000,2,15.0,5,1,7500,6.17,0,0.12,1,9,23586
24,45000,3,3.0,5,1,10000,7.51,0,0.22,1,2,10892
22,105600,2,4.0,3,2,8000,11.49,0,0.08,1,2,14410
34,130000,2,5.0,3,5,5000,17.56,0,0.04,2,8,27998
30,65000,3,3.0,2,2,9000,12.42,0,0.14,1,5,20757
27,100000,2,11.0,3,6,9000,18.25,0,0.09,2,6,26204
25,42500,3,1.0,3,3,8000,,0,0.19,2,4,8853
23,54000,3,7.0,2,4,2500,16.32,0,0.05,2,2,2392
25,26004,3,8.0,5,1,7000,6.92,0,0.27,1,3,7674
27,42000,3,6.0,5,3,3000,,0,0.07,2,7,25371
41,42000,3,5.0,5,3,2000,13.23,0,0.05,2,15,31430
24,65000,3,8.0,1,5,15000,16.32,1,0.23,2,4,15478
23,48000,2,7.0,5,4,16800,14.59,1,0.35,1,2,7659
21,37000,1,3.0,2,3,7200,13.61,0,0.19,1,4,12839
23,69996,3,7.0,5,3,5600,13.11,0,0.08,1,4,17511
23,138000,2,7.0,1,2,2700,11.86,0,0.02,1,4,16215
24,110000,2,8.0,4,1,10800,6.99,0,0.1,1,4,14566
23,80000,3,5.0,2,1,8000,7.9,0,0.1,1,3,9440
22,36000,3,,4,3,5000,13.48,0,0.14,1,3,4858
40,71599,3,0.0,3,1,6000,9.63,0,0.08,1,14,31898
25,37500,3,1.0,4,3,10000,15.96,0,0.27,2,4,10665
70,39996,3,,4,3,3600,15.23,0,0.09,2,19,32196
26,14000,3,2.0,1,2,4000,,1,0.29,1,3,3675
26,75000,2,2.0,2,1,10000,7.88,0,0.13,1,3,11664
22,31200,2,3.0,1,2,3200,10.99,0,0.1,1,2,2274
24,76000,2,8.0,5,2,13500,9.99,0,0.18,1,3,11801
29,25000,1,5.0,1,3,10000,13.49,0,0.4,2,6,28882
22,39000,2,6.0,2,1,7000,8.94,1,0.18,1,3,17536
24,84000,2,8.0,4,1,8000,7.51,0,0.1,1,2,12652
44,140000,1,14.0,4,2,21500,11.83,0,0.15,1,11,31836
26,53826,2,10.0,4,3,8500,14.79,1,0.16,1,2,16608
23,102000,1,0.0,4,4,30000,16.77,0,0.29,2,2,14216
23,100000,3,1.0,2,3,12000,13.57,0,0.12,2,2,17160
28,72000,2,3.0,4,2,10000,10.95,0,0.14,1,7,24308
23,24000,3,4.0,4,3,4000,11.66,0,0.17,1,4,3734
27,70000,3,11.0,3,2,25000,11.71,1,0.36,1,7,17910
31,73000,3,2.0,1,1,7000,7.9,0,0.1,1,7,21916
23,65000,3,8.0,3,1,6200,,0,0.1,1,2,7023
30,28000,3,5.0,5,3,12000,14.22,1,0.43,1,8,28851
23,33600,1,,1,1,4000,5.79,0,0.12,1,4,13663
21,39600,3,3.0,2,4,7000,14.96,0,0.18,2,2,7798
22,71000,3,1.0,2,4,25000,15.95,1,0.35,2,4,216
26,75000,3,3.0,2,1,20000,,0,0.27,1,3,727
